collection,collection_id,seq,title,member,suffix,method,method_source,method_context_source,method_context_chars,artifact_type,artifact_types,chars,has_task_prompt,has_evaluation_form,has_candidate_instruction,has_interviewer_instruction,has_time_limit,has_scoring_criteria,has_rating_scale,task_prompt_style,followup_section_labels,prep_minutes,presentation_minutes,qa_minutes,discussion_minutes,rating_scale_labels,evaluation_elements,terms
채용모델 면접문항,interview-model,20221230141754307,NCS 직무수행능력 면접문항,20221230141754307_NCS 직무수행능력 면접문항.pdf,.pdf,발표면접,document_text,document_section,211663,task,task; evaluation_form,603459,True,True,True,True,True,True,True,presentation_materials_qna,질문,,,,,탁월; 우수; 양호; 보통; 미흡; 부족; 90; 70; 100; 80; 60,직무수행능력 -질문예시 中 “블록체인 분석; 설계”지식 및 기술 주제개요 블록체인 시장조사를 위해 목표시장 분석이 필요합니다. 목표 시장의 외부환경 분석을 위해서는 정치적(Political; 경제적(Economic); 사회문화적 (Sociocultural); 기술적(Technologic; 직무수행능력 -질문예시 中 “블록체인 서비스기획”지식 [토론주제] 블록체인 적용에 대한 법 규제가 완화될 것으로 예상되면서 블록체인의 신시장 개; 를 질문형태로 말씀해 주시기 바랍니다.; [경험 및 과제]; 해당 과업을 수행하게 된 계기는 무엇이었습니까?; 본인의 어떤 경험이 과제 수행에 도움이 되었습니까?,"직무수행능력 -질문예시 中 “블록체인 분석·설계”지식 및 기술 주제개요 블록체인 시장조사를 위해 목표시장 분석이 필요합니다. 목표 시장의 외부환; 직무수행능력 -질문예시 中 “블록체인 서비스기획”지식 [토론주제] 블록체인 적용에 대한 법 규제가 완화될 것으로 예상되면서 블록체인의 신시장 개; 를 질문형태로 말씀해 주시기 바랍니다. | [경험 및 과제] ·해당 과업을 수행하게 된 계기는 무엇이었습니까? ·본인의 어떤 경험이 과제 수행에; 중 가장 중요하게 생각한 것은 무엇입니까? [역할] ·해당 과업에 참여하여 본인은 어떤 의사 결정을 내렸습니까? ·본인이 주로 협력한 사람은 누; 직무수행능력 -질문예시 中 “스마트설비 안전설계”지식 및 기술 주제개요 1:29:300. 난해한 암호처럼 보이는 이 숫자는 한 번의 대형사고가; 직무수행능력 -질문예시 中 “스마트설비 기구설계”지식 [토론주제] 스마트팩토리 시대가 도입되면서 효율적 생산혁신에 대한 기대감이 커지고 있다.; 직무수행능력 -질문예시 中 “인공지능 데이터 전처리”지식 및 기술 주제개요 디지털 기술이 급격히 발전하면서 데이터 생성과 복제가 무척 쉬워졌고,; 직무수행능력 -질문예시 中 “인공지능서비스 이행”지식 및 기술 [토론주제] 인공지능의 활용도가 점차 높아짐에 따라서 활용측면의 윤리원칙이 중요해"
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_경험면접 도구.hwp,.hwp,경험면접,filename,full_document,11774,other,other,11774,True,False,False,False,False,False,True,experience_or_similar_training_case,질문,,,,,미흡; 부족,,
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_경험면접 평가도구.hwp,.hwp,경험면접,filename,full_document,16117,evaluation_form,evaluation_form,16117,True,True,False,True,False,False,True,experience_star_probe,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,문제 해결 능력; 저작권법 및 관련 규정 준수; 분야별 필자 데이터베이스 구축 능력; 에이전시의 뉴스레터 분석 및 스크랩 능력; 원고 청탁서 작성 능력; 집필 원고 분석 능력(사회 통념; 저작권법 준수 여부; 용어의 적절성; 어문규정 등); 집필 일정 관리 능력,
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_발표면접 과제 1 평가도구.hwp,.hwp,발표면접,filename,full_document,4402,evaluation_form,evaluation_form; task,4402,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,핵심 독자를 규정할 수 있는 능력; 핵심 독자외 독자층을 확대하기 위한 잠재독자 분석 능력; 독자 분석 결과를 반영하여 편집 콘셉트에 적용할 수 있는 능력; 출판할 원고의 특성을 분석할 수 있는 능력; 출판할 원고의 특성과 유사한 타사 출판물에 대하여 편집 콘셉트를 비교분석할; 업무 수행 중 필요한 문서에 대한 이해 및 종합 능력; 업무 중 발생한 문제 해결을 위해 필요한 문서를 논리적으로 작성하는 능력; 고객이나 직장동료의 이야기를 듣고 종합; 요약하는 능력; 상대방이 이해하기 쉽게 의사를 표현하는 능력,
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_발표면접 과제 1.hwp,.hwp,발표면접,filename,full_document,1773,task,task,1773,True,False,False,False,True,False,False,presentation_materials_qna,질의응답,,,,,80; 100,,
전형별 평가샘플,evaluation-sample,20250115104842318,(2024고도화)통신서비스_20-02-03,20250115104842318_(2024고도화)통신서비스_20-02-03.hwp,.hwp,경험면접,document_text,document_section,23158,job_description,job_description; job_posting; task; evaluation_form,196329,True,True,False,True,False,True,True,experience_or_similar_training_case,질문,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 향상 노력을 했습니까? [결과]; 정보통신서비스 직무중 제시한 문제를 해결 시도한 결과는 어떠했습니까? 그 결과에 대해 어떤 생각이 들었습니까?; 해결 과정에서 얻은 교훈이나 개선점은 무엇이었으며; 이를 향후 유사 상황 발생 시 어떻게 적용할 계획입니까? 2. 팀 내에서 업무량의 불; 문제해결; 의사결정,향상 노력을 했습니까? [결과] • 정보통신서비스 직무중 제시한 문제를 해결 시도한 결과는 어떠했습니까? 그 결과에 대해 어떤 생각이 들었습니까
전형별 평가샘플,evaluation-sample,20250115104842318,(2024고도화)통신서비스_20-02-03,20250115104842318_(2024고도화)통신서비스_20-02-03.hwp,.hwp,상황면접,document_text,document_section,16446,job_description,job_description; job_posting; task; evaluation_form,196329,True,True,False,True,False,False,True,work_situation_judgment,질문,,,,,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 문제해결; 의사결정,
전형별 평가샘플,evaluation-sample,20250115104842318,(2024고도화)통신서비스_20-02-03,20250115104842318_(2024고도화)통신서비스_20-02-03.hwp,.hwp,발표면접,document_text,document_section,25364,job_description,job_description; job_posting; task; evaluation_form,196329,True,True,True,True,True,False,True,presentation_materials_qna,질문; 질의응답,20,20; 5,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(신입사원; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(경력사원; 의사결정,
전형별 평가샘플,evaluation-sample,20250115104842318,(2024고도화)통신서비스_20-02-03,20250115104842318_(2024고도화)통신서비스_20-02-03.hwp,.hwp,토론면접,document_text,document_section,27050,job_description,job_description; job_posting; task; evaluation_form,196329,True,True,True,True,True,True,True,discussion_consensus,,20,,,20; 30; 1,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 을 활용하여 새로운 시장 기회를 확보할 수 있는 전략과 통신 서비스 기업의 약점을 보완하여 시장의 위협을 회피할 수 있는 전략을 균형적으로 다루; 문제해결; 의사결정,을 활용하여 새로운 시장 기회를 확보할 수 있는 전략과 통신 서비스 기업의 약점을 보완하여 시장의 위협을 회피할 수 있는 전략을 균형적으로 다루; 면접위원
전형별 평가샘플,evaluation-sample,20250115104842318,(2024고도화)통신서비스_20-02-03,20250115104842318_(2024고도화)통신서비스_20-02-03.hwp,.hwp,창의적 문제해결력면접,document_text,document_section,6280,job_description,job_description; job_posting; task; evaluation_form,196329,True,True,True,True,True,False,True,creative_future_prediction_solution,질문; 질의응답,20; 5; 7,5; 7,5,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 상황 판단력 혁신적 사고 논리적 사고와 분석력 적용 가능성과 실; 는 창의적 문제해결력 면접과 관련하여 새롭게 구성하였음; 부족; 기존 미디어 기업과의 경쟁 등 여러 도전에 직면해 있습니다. 통신사들은 자사의 강점을 살린 차별화된 콘텐츠 전략을 수립하고; 효과적인 투자와 운영 방안을 모색해야 하는 상황입니다. 참고 자료 4: 통신사의 핀테크 도전: 모바일 금융 서비스의 확장 제목: 모바일 결제; 송금 등 다; 창의적 사고; 상황 판단; 혁신적 사고; 문제해결,"평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 상황 판단력 혁신적 사고 논리적 사고와 분석력 적용 가능성과 실; 평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 문제해결능력 의사결정능력 소계 ( )점 ### ■ 총평 ※참고; 는 창의적 문제해결력 면접과 관련하여 새롭게 구성하였음; 부족, 기존 미디어 기업과의 경쟁 등 여러 도전에 직면해 있습니다. 통신사들은 자사의 강점을 살린 차별화된 콘텐츠 전략을 수립하고, 효과적인 투; 평가요소; 면접과제"
전형별 평가샘플,evaluation-sample,20250115104827226,(2024고도화)토목설계감리_14-02-01,20250115104827226_(2024고도화)토목설계감리_14-02-01.hwp,.hwp,경험면접,document_text,document_section,22357,job_description,job_description; job_posting; task; evaluation_form,216923,True,True,False,True,False,True,True,experience_or_similar_training_case,질문,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 문제해결; 의사결정,
전형별 평가샘플,evaluation-sample,20250115104827226,(2024고도화)토목설계감리_14-02-01,20250115104827226_(2024고도화)토목설계감리_14-02-01.hwp,.hwp,상황면접,document_text,document_section,15760,job_description,job_description; job_posting; task; evaluation_form,216923,True,True,False,True,False,False,True,work_situation_judgment,질문,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 문제해결,
전형별 평가샘플,evaluation-sample,20250115104827226,(2024고도화)토목설계감리_14-02-01,20250115104827226_(2024고도화)토목설계감리_14-02-01.hwp,.hwp,발표면접,document_text,document_section,40744,job_description,job_description; job_posting; task; evaluation_form,216923,True,True,True,True,True,False,True,presentation_materials_qna,질문; 질의응답,20,20; 5,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,"(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(신입사원; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(경력사원; 을 강화하는 것이 중요하다고 강조했다. 그는 ""관리자는 최신 기술과 방법론에 대한 이해를 지속적으로 업데이트하고; 현장 상황에 맞게 이를 적용할 수 있는 능력을 갖추어야 한다""며; 이를 통해 시공관리의 효과성을 극대화할 수 있다고 결론지었다. 4. 학술논문 ""시공관리에서의 리스크 관리와; 을 갖추는 것이 필수적이다""라고 말하며; 이러한 교육과 훈련이 공사 전 과정에서 일관되게 이루어져야 한다고 덧붙였다. 더 나아가; 윌슨 박사는 품질 관리 시스템이 현장 실정에 맞게 유연하게 적용될 수 있도록 설계되어야 하며; 이를 통해 예상치 못한 문제들에 신속하게 대응할 수 있다고 강; 의사결정","을 강화하는 것이 중요하다고 강조했다. 그는 ""관리자는 최신 기술과 방법론에 대한 이해를 지속적으로 업데이트하고, 현장 상황에 맞게 이를 적용할; 을 갖추는 것이 필수적이다""라고 말하며, 이러한 교육과 훈련이 공사 전 과정에서 일관되게 이루어져야 한다고 덧붙였다. 더 나아가, 윌슨 박사는"
전형별 평가샘플,evaluation-sample,20250115104827226,(2024고도화)토목설계감리_14-02-01,20250115104827226_(2024고도화)토목설계감리_14-02-01.hwp,.hwp,토론면접,document_text,document_section,37936,job_description,job_description; job_posting; task; evaluation_form,216923,True,True,True,True,True,True,True,discussion_consensus,,20,,,20; 30; 1,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 강화를 통해 품질 문제를 사전에 예방할 수 있다고 설명했다. 참고자료 4. 품질 관리를 통한 건설 프로젝트 성공 사례 분석 이 학술논문은 품질 ; 문제해결; 의사결정,강화를 통해 품질 문제를 사전에 예방할 수 있다고 설명했다. 참고자료 4. 품질 관리를 통한 건설 프로젝트 성공 사례 분석 이 학술논문은 품질; 면접위원
전형별 평가샘플,evaluation-sample,20250115104827226,(2024고도화)토목설계감리_14-02-01,20250115104827226_(2024고도화)토목설계감리_14-02-01.hwp,.hwp,창의적 문제해결력면접,document_text,document_section,6234,job_description,job_description; job_posting; task; evaluation_form,216923,True,True,True,True,True,False,True,creative_future_prediction_solution,질문; 질의응답,20; 5; 7,5; 7,5,,탁월; 우수; 보통; 미흡; 부족; 70; 60; 90; 100; 80,평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 문제의 본질 파악 창의적 아이디어 논리적 사고와 분석력 적용 가; 는 창의적 문제해결력 면접과 관련하여 새롭게 구성하였음; 창의적 사고; 문제해결; 의사결정,평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 문제의 본질 파악 창의적 아이디어 논리적 사고와 분석력 적용 가; 평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 문제해결능력 의사소통능력 소계 ( )점 ### ■ 총평 ※참고; 는 창의적 문제해결력 면접과 관련하여 새롭게 구성하였음; 평가요소; 면접과제
전형별 평가샘플,evaluation-sample,20250115104808914,(2024고도화)정보기술전략계획_20-01-01,20250115104808914_(2024고도화)정보기술전략계획_20-01-01.hwp,.hwp,경험면접,document_text,document_section,24054,job_description,job_description; job_posting; task; evaluation_form,199724,True,True,False,True,False,True,True,experience_or_similar_training_case,질문,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 혁신적 사고; 문제해결,
전형별 평가샘플,evaluation-sample,20250115104808914,(2024고도화)정보기술전략계획_20-01-01,20250115104808914_(2024고도화)정보기술전략계획_20-01-01.hwp,.hwp,상황면접,document_text,document_section,16617,job_description,job_description; job_posting; task; evaluation_form,199724,True,True,False,True,False,False,True,work_situation_judgment,질문,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 문제해결,
전형별 평가샘플,evaluation-sample,20250115104808914,(2024고도화)정보기술전략계획_20-01-01,20250115104808914_(2024고도화)정보기술전략계획_20-01-01.hwp,.hwp,발표면접,document_text,document_section,41352,job_description,job_description; job_posting; task; evaluation_form,199724,True,True,True,True,True,False,True,presentation_materials_qna,질문; 질의응답,20,20; 5,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,"(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(신입사원; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(경력사원; 을 강화하는 데 있어 얼마나 중요한지를 잘 보여준다. 발표면접 안내 면접절차 Step 1. 과제 검토; 본 과제에서 지원자는 가상의 업무상황과 해결해야 하는 과제가 주어집니다.; 지원자는 과제에 제시된 자료들을 검토하여 대안을 제시해 주시기 바랍니다; 제시된 자료는 실제 정보를 기; 을 강화할 수 있다. 4. 전문가 인터뷰 "" IT 프로젝트의 성공을 위한 위험 관리 사례” IT 프로젝트 관리 전문가인 로버트 테일러 박사는 성; 을 강화하는 것이 중요하다""고 덧붙였다. 이는 BI 도입 후의 지속적인 교육과 훈련을 통해 이루어질 수 있으며; 이를 통해 조직 구성원들이 BI 도구를 효과적으로 활용할 수 있도록 돕는다. 이와 같은 접근은 BI 전략이 기업의 전반적인 성과 향상에 기여하도; 의사결정","을 강화하는 데 있어 얼마나 중요한지를 잘 보여준다. 발표면접 안내 면접절차 Step 1. 과제 검토 • 본 과제에서 지원자는 가상의 업무상황과; 을 강화할 수 있다. 4. 전문가 인터뷰 "" IT 프로젝트의 성공을 위한 위험 관리 사례” IT 프로젝트 관리 전문가인 로버트 테일러 박사는 성; 을 강화하는 것이 중요하다""고 덧붙였다. 이는 BI 도입 후의 지속적인 교육과 훈련을 통해 이루어질 수 있으며, 이를 통해 조직 구성원들이 BI"
전형별 평가샘플,evaluation-sample,20250115104808914,(2024고도화)정보기술전략계획_20-01-01,20250115104808914_(2024고도화)정보기술전략계획_20-01-01.hwp,.hwp,토론면접,document_text,document_section,40125,job_description,job_description; job_posting; task; evaluation_form,199724,True,True,True,True,True,True,True,discussion_consensus,,20,,,20; 30; 1,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 을 갖출 수 있다. 토론면접 안내 면접절차 Step 1. 자료 검토 및 토론 준비 (20분); 과제 지시문을 읽고 해결과제에 대해 숙지합니다. 메모란을 통해 본인의 의견이나 생각 등을 정리하여 작성합니다. 토론 시에는 작성한 메모에 정리된; 지원자들은 주; 혁신적 사고; 문제해결; 의사결정,을 갖출 수 있다. 토론면접 안내 면접절차 Step 1. 자료 검토 및 토론 준비 (20분) • 과제 지시문을 읽고 해결과제에 대해 숙지합니다.; 면접위원
전형별 평가샘플,evaluation-sample,20250115104808914,(2024고도화)정보기술전략계획_20-01-01,20250115104808914_(2024고도화)정보기술전략계획_20-01-01.hwp,.hwp,창의적 문제해결력면접,document_text,document_section,6370,job_description,job_description; job_posting; task; evaluation_form,199724,True,True,True,True,True,False,True,creative_future_prediction_solution,질문; 질의응답,20; 5; 7,5; 7,5,,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 문제의 본질 파악 창의적 아이디어 논리적 사고와 분석력 적용 가; 는 창의적 문제해결력 면접과 관련하여 새롭게 구성하였음; 을 지속적으로 강화하기 위해 직원 교육; 보안 시스템의 강화; 정기적인 보안 점검 등을 철저히 수행해야 한다. 이를 통해 기업은 변화하는 보안 위협 환경에 신속하고 효과적으로 대응할 수 있으며; 정보 자산과 비즈니스 연속성을 보호할 수 있을 것이다. 나아가; 보안 전략의 정기적인 리뷰와; 창의적 사고; 문제해결,"평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 문제의 본질 파악 창의적 아이디어 논리적 사고와 분석력 적용 가; 평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 문제해결능력 의사소통능력 소계 ( )점 ### ■ 총평 ※참고; 는 창의적 문제해결력 면접과 관련하여 새롭게 구성하였음; 을 지속적으로 강화하기 위해 직원 교육, 보안 시스템의 강화, 정기적인 보안 점검 등을 철저히 수행해야 한다. 이를 통해 기업은 변화하는 보안; 평가요소; 면접과제"
전형별 평가샘플,evaluation-sample,20250115104750584,(2024고도화)상품중개경매_10-03-03,20250115104750584_(2024고도화)상품중개경매_10-03-03.hwp,.hwp,경험면접,document_text,document_section,17438,job_description,job_description; job_posting; task; evaluation_form,147974,True,True,False,True,False,True,True,experience_or_similar_training_case,질문,,,,,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 문제해결,
전형별 평가샘플,evaluation-sample,20250115104750584,(2024고도화)상품중개경매_10-03-03,20250115104750584_(2024고도화)상품중개경매_10-03-03.hwp,.hwp,상황면접,document_text,document_section,11393,job_description,job_description; job_posting; task; evaluation_form,147974,True,True,False,True,False,False,True,work_situation_judgment,질문,,,,,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함,
전형별 평가샘플,evaluation-sample,20250115104750584,(2024고도화)상품중개경매_10-03-03,20250115104750584_(2024고도화)상품중개경매_10-03-03.hwp,.hwp,발표면접,document_text,document_section,39473,job_description,job_description; job_posting; task; evaluation_form,147974,True,True,True,True,True,False,True,presentation_materials_qna,질문; 질의응답,20,20; 5,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(신입사원; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(경력사원; 의사결정,
전형별 평가샘플,evaluation-sample,20250115104750584,(2024고도화)상품중개경매_10-03-03,20250115104750584_(2024고도화)상품중개경매_10-03-03.hwp,.hwp,토론면접,document_text,document_section,38626,job_description,job_description; job_posting; task; evaluation_form,147974,True,True,True,True,True,True,True,discussion_consensus,,20,,,20; 30; 1,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,로 작용합니다. 경매사들은 이러한 기준을 통해 상품성을 판단하고; 경매의 최종 성공 여부를 결정하게 됩니다. 예를 들어; 감자의 경우 크기와 색상이 중요한 평가 요소로 작용하며; 품질이 고르게 유지된 대량의 물량이 경매에 나올 경우 높은 가격을 형성할 수 있습니다. 이러한 데이터를 사전; (기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 의사결정,"로 작용합니다. 경매사들은 이러한 기준을 통해 상품성을 판단하고, 경매의 최종 성공 여부를 결정하게 됩니다. 예를 들어, 감자의 경우 크기와 색; 로 작용하며, 품질이 고르게 유지된 대량의 물량이 경매에 나올 경우 높은 가격을 형성할 수 있습니다. 이러한 데이터를 사전 조사하여 경매 전에; 면접위원"
전형별 평가샘플,evaluation-sample,20250115104720705,(2024고도화)사회복지정책_07-01-01,20250115104720705_(2024고도화)사회복지정책_07-01-01.hwp,.hwp,경험면접,document_text,document_section,18021,job_description,job_description; job_posting; task; evaluation_form,160888,True,True,False,True,False,True,True,experience_or_similar_training_case,질문,,,,,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합 ; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 이 높아졌다고 생각하십니까? 그 이유는 무엇입니까? 2. 복지대상자 상담 후 실제 사회복지서비스 대상으로 선정되도록 지원해 본 경험에 대해 말씀; 관련 교육과정 중 해당 사례의 학습 경; 강화에 도움이 된 부분은 무엇입니까? 2. 사회복지정책 집행을 위한 사업을 추진하는 과정에서 사회복지 기관 종사자; 자원봉사자 등을 대상으로 한 교육계획을 수립하고 운영해 본 경험 말씀해 주시기 바랍니다. 사회복지 실습생을 위한 교육과 어떠한 차이를 두어야 하; 강화에 도움이 된 부분은 무엇입니까? 2. 사회복지기관의 지역사회 주체를 대상으로 한 사업을 실행하기 위해 다양한 인적; 물적 자원을 확보하고 이를 적용하여 사업을 시행해 본 경험에 대해 구체적으로 말씀해 주시기 바랍니다.; 직무; 사회복지정책,"이 높아졌다고 생각하십니까? 그 이유는 무엇입니까? 2. 복지대상자 상담 후 실제 사회복지서비스 대상으로 선정되도록 지원해 본 경험에 대해 말씀; 강화에 도움이 된 부분은 무엇입니까? 2. 사회복지정책 집행을 위한 사업을 추진하는 과정에서 사회복지 기관 종사자, 자원봉사자 등을 대상으로 한; 강화에 도움이 된 부분은 무엇입니까? 2. 사회복지기관의 지역사회 주체를 대상으로 한 사업을 실행하기 위해 다양한 인적·물적 자원을 확보하고 이"
전형별 평가샘플,evaluation-sample,20250115104720705,(2024고도화)사회복지정책_07-01-01,20250115104720705_(2024고도화)사회복지정책_07-01-01.hwp,.hwp,상황면접,document_text,document_section,15030,job_description,job_description; job_posting; task; evaluation_form,160888,True,True,False,True,False,False,True,work_situation_judgment,질문,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합 ; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 강화에 어떠한 도움이 될 것이라 생각하십니까? 2. 지역 내 사전조사와 대상자 면담 등을 통해 복지수요를 사전에 확인하고 복지대상자에게 제공된 ; 에 따른 결과는 어떠하였습니까?; 자원을 효과적으로 관리하여 성과를 거두던 경험이 있습니까?; 제한된 자원을 관리하는데 있어 가장 중요한 것은 무엇입니까? 2. 지역사회 복지수요 대응을 위해 구축한 네트워크가 잘 작동되지 않아 협력이 어려; 강화에 어떠한 도움이 될 것이라 생각하십니까? 2. 기존에 계획된 대외복지행사를 위해 다수 기관 간의 협력을 약속하였으나 몇몇 기관이 참여를 철; 직업기초 능력; 자원관리능력; 정의,강화에 어떠한 도움이 될 것이라 생각하십니까? 2. 지역 내 사전조사와 대상자 면담 등을 통해 복지수요를 사전에 확인하고 복지대상자에게 제공된; 에 따른 결과는 어떠하였습니까? • 자원을 효과적으로 관리하여 성과를 거두던 경험이 있습니까? • 제한된 자원을 관리하는데 있어 가장 중요한 것; 강화에 어떠한 도움이 될 것이라 생각하십니까? 2. 기존에 계획된 대외복지행사를 위해 다수 기관 간의 협력을 약속하였으나 몇몇 기관이 참여를 철
