collection,collection_id,seq,title,member,suffix,method,method_source,method_context_source,method_context_chars,artifact_type,artifact_types,chars,has_task_prompt,has_evaluation_form,has_candidate_instruction,has_interviewer_instruction,has_time_limit,has_scoring_criteria,has_rating_scale,task_prompt_style,followup_section_labels,prep_minutes,presentation_minutes,qa_minutes,discussion_minutes,rating_scale_labels,evaluation_elements,terms
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_경험면접 도구.hwp,.hwp,경험면접,filename,full_document,11774,other,other,11774,True,False,False,False,False,False,True,experience_or_similar_training_case,질문,,,,,미흡; 부족,,
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_경험면접 평가도구.hwp,.hwp,경험면접,filename,full_document,16117,evaluation_form,evaluation_form,16117,True,True,False,True,False,False,True,experience_star_probe,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,문제 해결 능력; 저작권법 및 관련 규정 준수; 분야별 필자 데이터베이스 구축 능력; 에이전시의 뉴스레터 분석 및 스크랩 능력; 원고 청탁서 작성 능력; 집필 원고 분석 능력(사회 통념; 저작권법 준수 여부; 용어의 적절성; 어문규정 등); 집필 일정 관리 능력,
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_발표면접 과제 1 평가도구.hwp,.hwp,발표면접,filename,full_document,4402,evaluation_form,evaluation_form; task,4402,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,핵심 독자를 규정할 수 있는 능력; 핵심 독자외 독자층을 확대하기 위한 잠재독자 분석 능력; 독자 분석 결과를 반영하여 편집 콘셉트에 적용할 수 있는 능력; 출판할 원고의 특성을 분석할 수 있는 능력; 출판할 원고의 특성과 유사한 타사 출판물에 대하여 편집 콘셉트를 비교분석할; 업무 수행 중 필요한 문서에 대한 이해 및 종합 능력; 업무 중 발생한 문제 해결을 위해 필요한 문서를 논리적으로 작성하는 능력; 고객이나 직장동료의 이야기를 듣고 종합; 요약하는 능력; 상대방이 이해하기 쉽게 의사를 표현하는 능력,
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_발표면접 과제 1.hwp,.hwp,발표면접,filename,full_document,1773,task,task,1773,True,False,False,False,True,False,False,presentation_materials_qna,질의응답,,,,,80; 100,,
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_발표면접 과제 2 평가도구.hwp,.hwp,발표면접,filename,full_document,4407,evaluation_form,evaluation_form; task,4407,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,핵심 독자를 규정할 수 있는 능력; 핵심 독자외 독자층을 확대하기 위한 잠재독자 분석 능력; 독자 분석 결과를 반영하여 편집 콘셉트에 적용할 수 있는 능력; 출판할 원고의 특성을 분석할 수 있는 능력; 출판할 원고의 특성과 유사한 타사 출판물에 대하여 편집 콘셉트를 비교 분석; 업무 수행 중 필요한 문서에 대한 이해 및 종합 능력; 업무 중 발생한 문제 해결을 위해 필요한 문서를 논리적으로 작성하는 능력; 고객이나 직장동료의 이야기를 듣고 종합; 요약하는 능력; 상대방이 이해하기 쉽게 의사를 표현하는 능력,
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_발표면접 과제 2.hwp,.hwp,발표면접,filename,full_document,1592,task,task,1592,True,False,False,False,True,False,False,presentation_materials_qna,질의응답,,15,,,,,
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_발표면접 과제 3 평가도구.hwp,.hwp,발표면접,filename,full_document,4402,evaluation_form,evaluation_form; task,4402,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,핵심 독자를 규정할 수 있는 능력; 핵심 독자외 독자층을 확대하기 위한 잠재독자 분석 능력; 독자 분석 결과를 반영하여 편집 콘셉트에 적용할 수 있는 능력; 출판할 원고의 특성을 분석할 수 있는 능력; 출판할 원고의 특성과 유사한 타사 출판물에 대하여 편집 콘셉트를 비교분석할; 업무 수행 중 필요한 문서에 대한 이해 및 종합 능력; 업무 중 발생한 문제 해결을 위해 필요한 문서를 논리적으로 작성하는 능력; 고객이나 직장동료의 이야기를 듣고 종합; 요약하는 능력; 상대방이 이해하기 쉽게 의사를 표현하는 능력,
채용모델 면접문항,interview-model,20220114104916317,"22-1-1. 출판(경험, 상황, 발표, 토론면접)",22-1-1. 출판_발표면접 과제 3.hwp,.hwp,발표면접,filename,full_document,2374,task,task,2374,True,False,False,False,False,False,False,presentation_materials_qna,질의응답,,,,,,,
채용모델 면접문항,interview-model,20220114104806115,"20-2-3. 통신서비스(경험, 상황, 발표, 토론면접)",20-2-3. 통신서비스_경험면접 도구.hwp,.hwp,경험면접,filename,full_document,13017,other,other,13017,True,False,False,False,False,False,True,experience_or_similar_training_case,질문,,,,,미흡,문제해결,
채용모델 면접문항,interview-model,20220114104806115,"20-2-3. 통신서비스(경험, 상황, 발표, 토론면접)",20-2-3. 통신서비스_경험면접 평가도구.hwp,.hwp,경험면접,filename,full_document,13653,evaluation_form,evaluation_form,13653,True,True,False,True,False,False,True,experience_star_probe,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,고객 및 시장현황 조사 능력; 경제성 분석 능력; 매출 및 수익 목표달성을 위한 사업 전략 수립 능력; 전략 달성을 위한 구체적인 실행계획 작성 능력; 신규사업을 위한 전략적 제휴 능력; 경쟁사의 전략 파악 능력; ■ 수준; 탁월; 우수; 서비스 시장 환경 분석 능력,", 서비스의 특징과 장점, 가격정책을 분석, 고객지원 관련 사항, 타 업체와의 서비스의 경쟁요인을 고려하여 영업 전략을 수립할 수 있다. • 콘"
채용모델 면접문항,interview-model,20220114104806115,"20-2-3. 통신서비스(경험, 상황, 발표, 토론면접)",20-2-3. 통신서비스_발표면접 과제 1 평가도구.hwp,.hwp,발표면접,filename,full_document,4019,evaluation_form,evaluation_form; task,4019,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,고객 및 시장현황 조사 능력; 경제성 분석 능력; 매출 및 수익 목표달성을 위한 사업 전략 수립 능력; 전략 달성을 위한 구체적인 실행계획 작성 능력; 신규사업을 위한 전략적 제휴 능력; 경쟁사의 전략 파악 능력; ■ 수준; 탁월; 우수; 직장생활에서 발생한 문제를 예상하고 의미와 영향을 명확히 설명하는 능력,
채용모델 면접문항,interview-model,20220114104806115,"20-2-3. 통신서비스(경험, 상황, 발표, 토론면접)",20-2-3. 통신서비스_발표면접 과제 1.hwp,.hwp,발표면접,filename,full_document,842,task,task,842,True,False,False,False,True,False,False,presentation_materials_qna,질의응답,,30,,,,,
채용모델 면접문항,interview-model,20220114104806115,"20-2-3. 통신서비스(경험, 상황, 발표, 토론면접)",20-2-3. 통신서비스_발표면접 과제 2 평가도구.hwp,.hwp,발표면접,filename,full_document,3899,evaluation_form,evaluation_form; task,3899,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,서비스 시장 환경 분석 능력; 제안서; 상품소개서 작성 능력; 서비스 상품을 고객에서 설명할 수 있는 능력; ■ 수준; 탁월; 우수; 보통; 미흡; 기준 미달,", 서비스의 특징과 장점, 가격정책을 분석, 고객지원 관련 사항, 타 업체와의 서비스의 경쟁요인을 고려하여 영업 전략을 수립할 수 있다. • 콘"
채용모델 면접문항,interview-model,20220114104806115,"20-2-3. 통신서비스(경험, 상황, 발표, 토론면접)",20-2-3. 통신서비스_발표면접 과제 2.hwp,.hwp,발표면접,filename,full_document,715,task,task,715,True,False,False,False,True,False,False,presentation_materials_qna,질의응답,,30,,,,,
채용모델 면접문항,interview-model,20220114104806115,"20-2-3. 통신서비스(경험, 상황, 발표, 토론면접)",20-2-3. 통신서비스_발표면접 과제 3 평가도구.hwp,.hwp,발표면접,filename,full_document,4140,evaluation_form,evaluation_form; task,4140,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,네트워크서비스별 모니터링 로그 분석 능력; 서버; 스토리지의 역할을 이해하고 품질관리 할 수 있는 능력; 네트워크 장비의 역할과 트래픽을 제어할 수 있는 능력; 품질 평가 보고서를 작성할 수 있는 능력; 플랫폼의 구조개선 및 고도화를 할 수 있는 능력; 직장생활에서 발생한 문제를 예상하고 의미와 영향을 명확히 설명하는 능력; 발생(가능)한 문제의 유형을 구분하는 능력; 문제해결의 의미에 대해 명확한 설명; 문제해결에 필요한 기본적 사고 능력,
채용모델 면접문항,interview-model,20220114104806115,"20-2-3. 통신서비스(경험, 상황, 발표, 토론면접)",20-2-3. 통신서비스_발표면접 과제 3.hwp,.hwp,발표면접,filename,full_document,531,task,task,531,True,False,False,False,True,False,False,presentation_materials_qna,질의응답,,,,,,,
채용모델 면접문항,interview-model,20220114104713612,"20-1-3. 정보기술운영(경험, 상황, 발표, 토론면접)_2021",20-1-3. 정보기술운영_경험면접 도구.hwp,.hwp,경험면접,filename,full_document,16994,other,other,16994,True,False,False,False,False,False,True,experience_or_similar_training_case,질문,,,,,우수; 미흡; 부족,문제해결,
채용모델 면접문항,interview-model,20220114104713612,"20-1-3. 정보기술운영(경험, 상황, 발표, 토론면접)_2021",20-1-3. 정보기술운영_경험면접 평가도구.hwp,.hwp,경험면접,filename,full_document,17160,evaluation_form,evaluation_form,17160,True,True,False,True,False,False,True,experience_star_probe,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,고객 문의 사항의 체계적인 유형 분류 능력; 고객 문의 사항에 대한 현상 중심으로 기록할 수 있는 능력; 문의 응대를 위한 기술지원 대상 파악 능력; 반복 문의 유형에 대한 개선 대안 제시 능력; 단순 문의 유형에 대한 매뉴얼 작성 능력; 관련 부서와 효율적인 업무; 시스템 점검 체계 수립 능력; 시스템 로그 분석 능력; 시스템의 구조와 사용된 솔루션에 대한 분석 능력; 시스템 제반환경에 대한 이해 능력,
채용모델 면접문항,interview-model,20220114104713612,"20-1-3. 정보기술운영(경험, 상황, 발표, 토론면접)_2021",20-1-3. 정보기술운영_발표면접 과제 1 평가도구.hwp,.hwp,발표면접,filename,full_document,4064,evaluation_form,evaluation_form; task,4064,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,시스템 유지보수 체계 수립 능력; 시스템 로그 분석 능력; 시스템의 구조와 사용된 솔루션에 대한 분석 능력; 시스템 제반환경에 대한 이해 능력; 시스템 유지보수 과정 중 발생할 수 있는 잠재적 위험 분석 능력; 시스템 유지보수 보고서 작성 능력; 업무 수행 중 필요한 문서에 대한 이해 및 종합 능력; 업무 중 발생한 문제 해결을 위해 필요한 문서를 논리적으로 작성하는 능력; 고객이나 직장동료의 이야기를 듣고 종합; 요약하는 능력,
채용모델 면접문항,interview-model,20220114104713612,"20-1-3. 정보기술운영(경험, 상황, 발표, 토론면접)_2021",20-1-3. 정보기술운영_발표면접 과제 1.hwp,.hwp,발표면접,filename,full_document,4359,task,task,4359,True,False,False,False,True,False,False,presentation_materials,,,15,,,,을 발휘할 수 있는지; 프로젝트에 어떠한 기여를 할 수 있는지를 설명하는 것입니다. 발표 시간은 15분이며; 주어진 시간 안에 당신의 의견을 자유롭게 발표해 주시기 바랍니다. 하단의 [P사의 인프라 구성현황 참조] 2. 배경자료 : 인프라 구성현황; 구분; 유지보수 대상; 수량,"을 발휘할 수 있는지, 프로젝트에 어떠한 기여를 할 수 있는지를 설명하는 것입니다. 발표 시간은 15분이며, 주어진 시간 안에 당신의 의견을 자"
채용모델 면접문항,interview-model,20220114104713612,"20-1-3. 정보기술운영(경험, 상황, 발표, 토론면접)_2021",20-1-3. 정보기술운영_발표면접 과제 2 평가도구.hwp,.hwp,발표면접,filename,full_document,3861,evaluation_form,evaluation_form; task,3861,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,빅데이터 시스템에 대한 지식; 하드웨어 운영체제 등 플랫폼 지식; 접근통제 매트릭스에 대한 지식; 시스템 대체 작동(fail-over) 기술; 변경 요청 사항에 대하여 변경 유형별로 분류하여 기록 관리 할 수 있는 능력; 빅데이터 솔루션 환경 설정 등록 및 변경 수행; 직장생활에서 발생한 문제를 예상하고 의미와 영향을 명확히 설명하는 능력; 발생(가능)한 문제의 유형을 구분하는 능력; 문제해결의 의미에 대해 명확한 설명; 문제해결에 필요한 기본적 사고 능력,
채용모델 면접문항,interview-model,20220114104713612,"20-1-3. 정보기술운영(경험, 상황, 발표, 토론면접)_2021",20-1-3. 정보기술운영_발표면접 과제 2.hwp,.hwp,발표면접,filename,full_document,681,task,task,681,True,False,False,False,True,False,False,presentation_materials,,,30; 10,,,,,
채용모델 면접문항,interview-model,20220114104713612,"20-1-3. 정보기술운영(경험, 상황, 발표, 토론면접)_2021",20-1-3. 정보기술운영_발표면접 과제 3 평가도구.hwp,.hwp,발표면접,filename,full_document,3608,evaluation_form,evaluation_form; task,3608,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,데이터 유형 및 특성에 따른 데이터 수집; 연계 기술; 데이터 분석 목적에 다른 데이터 변환 처리 기술; 데이터 품질관리 기술 및 검증 기술; ■ 수준; 탁월; 우수; 보통; 미흡; 기준 미달,
채용모델 면접문항,interview-model,20220114104713612,"20-1-3. 정보기술운영(경험, 상황, 발표, 토론면접)_2021",20-1-3. 정보기술운영_발표면접 과제 3.hwp,.hwp,발표면접,filename,full_document,1704,task,task,1704,True,False,False,False,True,False,False,presentation_materials,,,30; 10,,,,,
채용모델 면접문항,interview-model,20220114104615099,"19-2-3. 전자제품고객지원(경험, 상황, 발표, 토론면접)",19-2-3. 전자제품고객지원_경험면접 도구.hwp,.hwp,경험면접,filename,full_document,12138,evaluation_form,evaluation_form,12138,True,False,False,False,False,False,True,experience_or_similar_training_case,질문; 질의응답,,,,,미흡,로 평가를 진행하였는지 말씀해 주시기 바랍니다. (관련 경력이 없을 경우 유사 경험; 관련 교육과정 중 해당 사례의 학습 경험을 질문) F. 제품 보증기간을 확인하여 무상 수리 및 유상 수리 절차를 안내한 경험이 있다면; 보증기간의 산정 방법과 유무상 수리를 어떻게 분류하였는지 말씀해; 문제해결,"로 평가를 진행하였는지 말씀해 주시기 바랍니다. (관련 경력이 없을 경우 유사 경험, 관련 교육과정 중 해당 사례의 학습 경험을 질문) F. 제"
채용모델 면접문항,interview-model,20220114104615099,"19-2-3. 전자제품고객지원(경험, 상황, 발표, 토론면접)",19-2-3. 전자제품고객지원_경험면접 평가도구.hwp,.hwp,경험면접,filename,full_document,16161,evaluation_form,evaluation_form,16161,True,True,False,True,False,False,True,experience_star_probe,질의응답,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,고객정보 및 요구사항 전산시스템 입력 여부; 해당 제품 서비스 지원내용 설명 능력; 수리품목 및 수리비용 설명 능력; 점검 및 수리 소요시간 안내 능력; 고객지원 현장인력 파악 능력; 현장지원인력 고객방문시간 결정 능력; ■ 수준; 탁월; 펌웨어와 소프트웨어의 문제점 분류 능력; 펌웨어와 소프트웨어로 인해 발생된 문제해결 능력,
채용모델 면접문항,interview-model,20220114104615099,"19-2-3. 전자제품고객지원(경험, 상황, 발표, 토론면접)",19-2-3. 전자제품고객지원_발표면접 과제 1 평가도구.hwp,.hwp,발표면접,filename,full_document,4782,evaluation_form,evaluation_form; task,4782,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,유통채널 및 고객 목록 수집 능력; 유통채널별 분류 능력; 고객 세분화 및 제품정보 제공 능력; 유통채널 분류 능력; 데이터베이스 시스템 파악 및 선정 능력; 고객데이터베이스 구축능력; 온라인 활용 고객관리 능력; 커뮤니케이션 수단 활용 능력; 소통채널 구축 및 관리; 문제해결을 위해서 최적의 방법 선택기술,
채용모델 면접문항,interview-model,20220114104615099,"19-2-3. 전자제품고객지원(경험, 상황, 발표, 토론면접)",19-2-3. 전자제품고객지원_발표면접 과제 1.hwp,.hwp,발표면접,filename,full_document,831,task,task,831,True,False,False,False,True,False,False,presentation_materials,,,,,,,,
채용모델 면접문항,interview-model,20220114104615099,"19-2-3. 전자제품고객지원(경험, 상황, 발표, 토론면접)",19-2-3. 전자제품고객지원_발표면접 과제 2 평가도구.hwp,.hwp,발표면접,filename,full_document,4362,evaluation_form,evaluation_form; task,4362,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,판촉방법 결정 능력; 판촉테마 개발 및 매체; 수단 결정 능력; 기간별 판촉계획 수립 능력; 광고대행사 선정 능력; 광고; 홍보 방향 설정 및 요소 결정 능력; 광고물; 홍보물; 판촉물 제작 및 광고,
채용모델 면접문항,interview-model,20220114104615099,"19-2-3. 전자제품고객지원(경험, 상황, 발표, 토론면접)",19-2-3. 전자제품고객지원_발표면접 과제 2.hwp,.hwp,발표면접,filename,full_document,1898,task,task,1898,True,False,False,False,True,False,False,presentation_materials,,,,,,,,
채용모델 면접문항,interview-model,20220114104615099,"19-2-3. 전자제품고객지원(경험, 상황, 발표, 토론면접)",19-2-3. 전자제품고객지원_발표면접 과제 3 평가도구.hwp,.hwp,발표면접,filename,full_document,4388,evaluation_form,evaluation_form; task,4388,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,포커스그룹인터뷰 실시 능력; 세분화 항목 선정 능력; 시장조사자료 선정 항목 세분화 능력; 목표시장 선정 및 시장규모 파악 능력; 경쟁사; 경쟁제품 파악 능력; 유통망; 가격정책; 판촉활동 현황 파악 능력; 가격,
채용모델 면접문항,interview-model,20220114104615099,"19-2-3. 전자제품고객지원(경험, 상황, 발표, 토론면접)",19-2-3. 전자제품고객지원_발표면접 과제 3.hwp,.hwp,발표면접,filename,full_document,962,task,task,962,True,False,False,False,True,False,False,presentation_materials,,,,,,,,
채용모델 면접문항,interview-model,20220114104459812,"14-4-1. 플랜트설계·감리(경험, 상황, 발표, 토론면접)",14-4-1. 플랜트설계·감리_경험면접 도구.hwp,.hwp,경험면접,filename,full_document,10304,other,other,10304,True,False,False,False,False,False,True,experience_or_similar_training_case,질문,,,,,미흡; 부족,문제해결; 의사결정,
채용모델 면접문항,interview-model,20220114104459812,"14-4-1. 플랜트설계·감리(경험, 상황, 발표, 토론면접)",14-4-1. 플랜트설계·감리_경험면접 평가도구.hwp,.hwp,경험면접,filename,full_document,10160,evaluation_form,evaluation_form,10160,False,True,False,True,False,False,True,experience_star_probe,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,발전소 용량 선정 능력; 발전소 단위기 선정 능력; 발전소 계통 구성능력; 발전소 계통 기기 구성능력; 발전소 효율 계산능력; 부하별 연료 사용량 계산능력; 부하별 회 발생량 계산능력; Power Block 배치 형태(In-line; Peninsula)별 특징 ■ 수준; 발전소 설비 구성능력,
채용모델 면접문항,interview-model,20220114104459812,"14-4-1. 플랜트설계·감리(경험, 상황, 발표, 토론면접)",14-4-1. 플랜트설계·감리_발표면접 과제 1 평가도구.hwp,.hwp,발표면접,filename,full_document,4106,evaluation_form,evaluation_form; task,4106,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,발전소 용량 선정 능력; 발전소 단위기 선정 능력; 발전소 계통 구성능력; 발전소 계통 기기 구성능력; 발전소 효율 계산능력; 부하별 연료 사용량 계산능력; 부하별 회 발생량 계산능력; Power Block 배치 형태(In-line; Peninsula)별 특징 ■ 수준; 직장생활에서 발생한 문제를 예상하고 의미와 영향을 명확히 설명하는 능력,
채용모델 면접문항,interview-model,20220114104459812,"14-4-1. 플랜트설계·감리(경험, 상황, 발표, 토론면접)",14-4-1. 플랜트설계·감리_발표면접 과제 1.hwp,.hwp,발표면접,filename,full_document,1042,task,task,1042,True,False,False,False,True,False,True,presentation_materials_qna,질의응답,5,,,,우수,,
채용모델 면접문항,interview-model,20220114104459812,"14-4-1. 플랜트설계·감리(경험, 상황, 발표, 토론면접)",14-4-1. 플랜트설계·감리_발표면접 과제 2 평가도구.hwp,.hwp,발표면접,filename,full_document,4177,evaluation_form,evaluation_form; task,4177,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,발전소 설비 구성능력; 발전소 설비별 기기 구성능력; 기기별 형식 선정 능력; 기기별 용량 계산능력; 발전소 효율 계산능력; 배관재 선정 능력; 배관경 및 두께 계산능력; 전기부하를 계산할 수 있는 능력; 전기단선도 구성요소 작성능력; 기기배치 능력,
채용모델 면접문항,interview-model,20220114104459812,"14-4-1. 플랜트설계·감리(경험, 상황, 발표, 토론면접)",14-4-1. 플랜트설계·감리_발표면접 과제 2.hwp,.hwp,발표면접,filename,full_document,1409,task,task,1409,True,False,False,False,True,False,False,presentation_materials_qna,질의응답,5,,,,60,,
채용모델 면접문항,interview-model,20220114104459812,"14-4-1. 플랜트설계·감리(경험, 상황, 발표, 토론면접)",14-4-1. 플랜트설계·감리_발표면접 과제 3 평가도구.hwp,.hwp,발표면접,filename,full_document,4173,evaluation_form,evaluation_form; task,4173,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,기초자료 수집능력; 발전소 열평형도 및 보일러 설계조건 이해; 설계 적용 코드에 대한 이해; 석탄의 등급분류 및 공업분석치와 원소분석치에 대한 이해; 석탄과 회분 특성이 보일러설계에 미치는 영향에 대한 이해; 저공해 연소설비와 대기 공해방지설비 선정의 상관관계 이해; 직장생활에서 발생한 문제를 예상하고 의미와 영향을 명확히 설명하는 능력; 발생(가능)한 문제의 유형을 구분하는 능력; 문제해결의 의미에 대해 명확한 설명; 문제해결에 필요한 기본적 사고 능력,
채용모델 면접문항,interview-model,20220114104459812,"14-4-1. 플랜트설계·감리(경험, 상황, 발표, 토론면접)",14-4-1. 플랜트설계·감리_발표면접 과제 3.hwp,.hwp,발표면접,filename,full_document,2352,task,task,2352,True,False,False,False,True,False,False,presentation_materials_qna,질의응답,5,,,,,,
채용모델 면접문항,interview-model,20220114104313460,"6-1-2. 보건지원(경험, 상황, 발표, 토론면접)_2021",6-1-2. 보건지원_경험면접 도구.hwp,.hwp,경험면접,filename,full_document,19276,evaluation_form,evaluation_form,19276,True,True,False,False,False,False,True,experience_or_similar_training_case,질문,,,,,미흡,의 도출 근거 및 평가항목의 개발과정에 대해 구체적으로 말씀해주시기 바랍니다. (관련 경력이 없을 경우 유사 경험; 관련 교육과정 중 해당 사례의 학습 경험을 질문) C. 보건교육 평가결과 피드백을 다음 교육과정에 반영한 경험이 있다면 말씀해주세요. (관련 경; 의 개발과정에 대해 구체적으로 말씀해주시기 바랍니다. (관련 경력이 없을 경우 유사 경험; 관련 교육과정 중 해당 사례의 학습 경험을 질문) C. 보건교육 평가결과 피드백을 다음 교육과정에 반영한 경험이 있다면 말씀해주세요. (관련 경; 관련 교육과정 중 해당; 문제해결,"의 도출 근거 및 평가항목의 개발과정에 대해 구체적으로 말씀해주시기 바랍니다. (관련 경력이 없을 경우 유사 경험, 관련 교육과정 중 해당 사례; 의 개발과정에 대해 구체적으로 말씀해주시기 바랍니다. (관련 경력이 없을 경우 유사 경험, 관련 교육과정 중 해당 사례의 학습 경험을 질문) C; 평가요소; 평가항목"
채용모델 면접문항,interview-model,20220114104313460,"6-1-2. 보건지원(경험, 상황, 발표, 토론면접)_2021",6-1-2. 보건지원_경험면접 평가도구.hwp,.hwp,경험면접,filename,full_document,26366,evaluation_form,evaluation_form,26366,True,True,False,True,False,True,True,experience_star_probe,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,를 도출할 수 있다.; 보건교육 평가를 위해 평가요소별 평가항목을 개발할 수 있다.; 보건교육 평가를 위해 평가항목별 평가척도를 선정할 수 있다. 보건교육 평가; 보건교육 대상과 과정에 따른 평가를 설계할 수 있다.; 대상과 과정에 따른 평가 도구를 선정할 수 있다.; 보건교육; 을 개발할 수 있다.; 보건교육 진행과정별 평가를 실시할 수 있다. 보건교육평가결과 피드백; 요소에 대한 이해; 평가결과 피드백에 대한 이해,를 도출할 수 있다. • 보건교육 평가를 위해 평가요소별 평가항목을 개발할 수 있다. • 보건교육 평가를 위해 평가항목별 평가척도를 선정할 수; 을 개발할 수 있다. • 보건교육 평가를 위해 평가항목별 평가척도를 선정할 수 있다. 보건교육 평가 • 보건교육 대상과 과정에 따른 평가를 설계; /요소에 대한 이해 • 평가결과 피드백에 대한 이해 | | --- | --- | ■ 수준 | 탁월 | 우수 | 보통 | 미흡 | 기준 미달; 평가요소; 평가항목
채용모델 면접문항,interview-model,20220114104313460,"6-1-2. 보건지원(경험, 상황, 발표, 토론면접)_2021",6-1-2. 보건지원_발표면접 과제 1 평가도구.hwp,.hwp,발표면접,filename,full_document,4977,evaluation_form,evaluation_form; task,4977,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 80; 70,직원 CS 교육 방법; 직원의 고객응대 문제점 파악 능력; 직원 CS교육 프로그램 계획 능력; 직원 CS교육자료 작성 능력; 직원 근무 애로사항 파악 능력; ■ 수준; 탁월; 우수; 보통; 미흡,
채용모델 면접문항,interview-model,20220114104313460,"6-1-2. 보건지원(경험, 상황, 발표, 토론면접)_2021",6-1-2. 보건지원_발표면접 과제 1.hwp,.hwp,발표면접,filename,full_document,828,task,task,828,True,False,False,False,True,False,False,presentation_materials_qna,질의응답,5,30,,,,문제해결,
채용모델 면접문항,interview-model,20220114104313460,"6-1-2. 보건지원(경험, 상황, 발표, 토론면접)_2021",6-1-2. 보건지원_발표면접 과제 2 평가도구.hwp,.hwp,발표면접,filename,full_document,4107,evaluation_form,evaluation_form; task,4107,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,설문개발에 대한 이해; 보건통계 활용 능력; 우선순위결정 절차에 대한 이해; 생애주기별 보건행태에 대한 이해; ■ 수준; 탁월; 우수; 보통; 미흡; 기준 미달,
채용모델 면접문항,interview-model,20220114104313460,"6-1-2. 보건지원(경험, 상황, 발표, 토론면접)_2021",6-1-2. 보건지원_발표면접 과제 2.hwp,.hwp,발표면접,filename,full_document,419,task,task,419,True,False,False,False,True,False,False,presentation_materials_qna,질의응답,,30,,,,,
채용모델 면접문항,interview-model,20220114104313460,"6-1-2. 보건지원(경험, 상황, 발표, 토론면접)_2021",6-1-2. 보건지원_발표면접 과제 3 평가도구.hwp,.hwp,발표면접,filename,full_document,4150,evaluation_form,evaluation_form; task,4150,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,보건교육 기획에 대한 이해; 보건교육 및 건강증진 개념에 대한 이해; 국민건강증진법에 대한 이해; 학교보건법에 대한 이해; ■ 수준; 탁월; 우수; 보통; 미흡; 기준 미달,
채용모델 면접문항,interview-model,20220114104313460,"6-1-2. 보건지원(경험, 상황, 발표, 토론면접)_2021",6-1-2. 보건지원_발표면접 과제 3.hwp,.hwp,발표면접,filename,full_document,2114,task,task,2114,True,False,False,False,True,False,False,presentation_materials_qna,질문; 질의응답,,30,,,부족,,
